source_id,paper_title,venue,year,table_id,source_url,dataset,dataset_version,task,metric,feature_condition,split_protocol,model,mean,std,unit,n_runs,comparison_level,notes,mean_fraction,std_fraction
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,GAT,48.1,3.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.48100000000000004,0.031
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,GAT,57.27,6.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.5727,0.068
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,GAT,55.79,6.9,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.5579,0.069
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,GAT,46.23,2.6,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.4623,0.026000000000000002
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,GAT,43.32,0.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.43320000000000003,0.001
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,H2GCN,65.71,1.9,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.6570999999999999,0.019
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,H2GCN,79.09,2.7,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7909,0.027000000000000003
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,H2GCN,79.3,1.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7929999999999999,0.013000000000000001
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,H2GCN,73.86,0.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7386,0.004
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,H2GCN,50.46,0.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.5046,0.003
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,FAGCN,73.33,2.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7333,0.027999999999999997
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,FAGCN,82.5,5.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.825,0.05
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,FAGCN,80.35,2.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.8035,0.021
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,FAGCN,73.79,0.6,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7379000000000001,0.006
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,FAGCN,47.5,0.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.475,0.004
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,JacobiConv,71.64,1.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7164,0.013000000000000001
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,JacobiConv,73.41,4.9,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7341,0.049
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,JacobiConv,74.2,5.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.742,0.054000000000000006
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,JacobiConv,72.44,1.2,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7243999999999999,0.012
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,JacobiConv,48.77,0.2,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.4877,0.002
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,GBK-GNN,67.62,2.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.6762,0.024
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,GBK-GNN,79.55,2.5,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7955,0.025
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,GBK-GNN,71.93,2.2,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7193,0.022000000000000002
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,GBK-GNN,72.1,0.6,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.721,0.006
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,GBK-GNN,47.21,0.6,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.4721,0.006
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,OGNN,66.67,3.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.6667000000000001,0.03
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,OGNN,75.91,2.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7591,0.023
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,OGNN,77.54,2.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7754000000000001,0.023
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,OGNN,73.54,1.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7354,0.013000000000000001
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,OGNN,50.24,1.6,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.5024000000000001,0.016
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,SEGSL,73.33,3.9,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7333,0.039
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,SEGSL,80.0,1.9,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.8,0.019
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,SEGSL,81.05,1.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.8105,0.013999999999999999
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,SEGSL,71.36,0.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7136,0.003
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,SEGSL,46.69,0.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.4669,0.004
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,DisamGCL,56.67,3.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.5667,0.031
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,DisamGCL,65.0,1.2,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.65,0.012
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,DisamGCL,58.6,2.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.586,0.02
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,DisamGCL,70.6,0.2,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.706,0.002
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,shallow_features,hetgb_paper,DisamGCL,44.37,0.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.4437,0.001
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GCN,52.86,1.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.5286,0.018000000000000002
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GCN,43.64,3.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.4364,0.033
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GCN,41.4,1.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.414,0.018000000000000002
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GCN,66.7,1.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.667,0.013000000000000001
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GCN,39.33,1.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.3933,0.01
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GraphSAGE,75.71,1.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7570999999999999,0.018000000000000002
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GraphSAGE,81.82,2.5,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.8181999999999999,0.025
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GraphSAGE,80.35,1.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.8035,0.013000000000000001
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GraphSAGE,70.37,0.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7037,0.001
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GraphSAGE,46.63,0.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.46630000000000005,0.001
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GAT,54.28,5.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.5428000000000001,0.051
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GAT,51.36,2.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.5136,0.023
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GAT,50.53,1.7,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.5053,0.017
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GAT,63.74,6.7,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.6374,0.067
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,GAT,35.12,6.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.35119999999999996,0.064
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,H2GCN,69.76,3.0,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.6976,0.03
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,H2GCN,79.09,3.5,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7909,0.035
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,H2GCN,80.18,1.9,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.8018000000000001,0.019
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,H2GCN,70.73,0.9,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7073,0.009000000000000001
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,H2GCN,47.09,0.3,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.47090000000000004,0.003
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_cornell,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,FAGCN,76.43,3.1,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7643000000000001,0.031
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_texas,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,FAGCN,84.55,4.8,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.8454999999999999,0.048
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_wisconsin,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,FAGCN,83.16,1.4,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.8316,0.013999999999999999
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_actor,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,FAGCN,75.58,0.5,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.7558,0.005
hetgb_2025_table2,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,arXiv,2025,Table 2,https://arxiv.org/abs/2503.04822,hetgb_amazon,hetgb_2025,node_classification,accuracy,llm_features,hetgb_paper,FAGCN,49.83,0.6,percent,,contextual,Feature condition differs unless GraphAtlas uses the exact released embeddings and split files.,0.49829999999999997,0.006
