run_id,config_hash,source_hash,dataset,task,model,seed,split,num_threads,run_dir,job_config
atlas_het_coordinate__node_classification__graphatlas_no_transport__split0__seed1__16b1e9e744db,16b1e9e744db,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_no_transport,1,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_transport\split_0\seed_1\cfg_16b1e9e744db,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_transport\split_0\seed_1\cfg_16b1e9e744db\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_no_transport__split0__seed2__20167ab9c69c,20167ab9c69c,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_no_transport,2,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_transport\split_0\seed_2\cfg_20167ab9c69c,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_transport\split_0\seed_2\cfg_20167ab9c69c\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_free_transition__split0__seed0__7b1618803591,7b1618803591,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_free_transition,0,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_free_transition\split_0\seed_0\cfg_7b1618803591,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_free_transition\split_0\seed_0\cfg_7b1618803591\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_free_transition__split0__seed1__75e45f8f42c2,75e45f8f42c2,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_free_transition,1,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_free_transition\split_0\seed_1\cfg_75e45f8f42c2,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_free_transition\split_0\seed_1\cfg_75e45f8f42c2\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_free_transition__split0__seed2__0d868bdde76e,0d868bdde76e,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_free_transition,2,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_free_transition\split_0\seed_2\cfg_0d868bdde76e,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_free_transition\split_0\seed_2\cfg_0d868bdde76e\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_no_metric__split0__seed0__8c6c8785d2c6,8c6c8785d2c6,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_no_metric,0,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_metric\split_0\seed_0\cfg_8c6c8785d2c6,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_metric\split_0\seed_0\cfg_8c6c8785d2c6\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_no_metric__split0__seed1__085e4dfe0b2d,085e4dfe0b2d,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_no_metric,1,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_metric\split_0\seed_1\cfg_085e4dfe0b2d,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_metric\split_0\seed_1\cfg_085e4dfe0b2d\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_no_metric__split0__seed2__042a3eb55223,042a3eb55223,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_no_metric,2,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_metric\split_0\seed_2\cfg_042a3eb55223,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_metric\split_0\seed_2\cfg_042a3eb55223\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_no_cocycle__split0__seed0__f78dd944da7e,f78dd944da7e,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_no_cocycle,0,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_cocycle\split_0\seed_0\cfg_f78dd944da7e,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_cocycle\split_0\seed_0\cfg_f78dd944da7e\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_no_cocycle__split0__seed1__a97b324b1174,a97b324b1174,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_no_cocycle,1,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_cocycle\split_0\seed_1\cfg_a97b324b1174,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_cocycle\split_0\seed_1\cfg_a97b324b1174\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_no_cocycle__split0__seed2__365f89e1d095,365f89e1d095,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_no_cocycle,2,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_cocycle\split_0\seed_2\cfg_365f89e1d095,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_cocycle\split_0\seed_2\cfg_365f89e1d095\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_no_rank__split0__seed0__17ab32a64663,17ab32a64663,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_no_rank,0,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_rank\split_0\seed_0\cfg_17ab32a64663,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_rank\split_0\seed_0\cfg_17ab32a64663\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_no_rank__split0__seed1__29537e22ffff,29537e22ffff,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_no_rank,1,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_rank\split_0\seed_1\cfg_29537e22ffff,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_rank\split_0\seed_1\cfg_29537e22ffff\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_no_rank__split0__seed2__dd55f059799c,dd55f059799c,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_no_rank,2,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_rank\split_0\seed_2\cfg_dd55f059799c,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_rank\split_0\seed_2\cfg_dd55f059799c\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_no_overlap__split0__seed0__002228d97e5b,002228d97e5b,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_no_overlap,0,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_overlap\split_0\seed_0\cfg_002228d97e5b,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_overlap\split_0\seed_0\cfg_002228d97e5b\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_no_overlap__split0__seed1__c99535de5814,c99535de5814,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_no_overlap,1,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_overlap\split_0\seed_1\cfg_c99535de5814,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_overlap\split_0\seed_1\cfg_c99535de5814\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas_no_overlap__split0__seed2__128bf45e136e,128bf45e136e,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas_no_overlap,2,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_overlap\split_0\seed_2\cfg_128bf45e136e,outputs\runs\atlas_het_coordinate\node_classification\graphatlas_no_overlap\split_0\seed_2\cfg_128bf45e136e\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas__split0__seed0__471f23fa4d36,471f23fa4d36,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas,0,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas\split_0\seed_0\cfg_471f23fa4d36,outputs\runs\atlas_het_coordinate\node_classification\graphatlas\split_0\seed_0\cfg_471f23fa4d36\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas__split0__seed1__c1c3a4b05d25,c1c3a4b05d25,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas,1,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas\split_0\seed_1\cfg_c1c3a4b05d25,outputs\runs\atlas_het_coordinate\node_classification\graphatlas\split_0\seed_1\cfg_c1c3a4b05d25\job_config.yaml
atlas_het_coordinate__node_classification__graphatlas__split0__seed2__a9fc64a80b4b,a9fc64a80b4b,2f51d3fdcdc3ef3a,atlas_het_coordinate,node_classification,graphatlas,2,0,1,outputs\runs\atlas_het_coordinate\node_classification\graphatlas\split_0\seed_2\cfg_a9fc64a80b4b,outputs\runs\atlas_het_coordinate\node_classification\graphatlas\split_0\seed_2\cfg_a9fc64a80b4b\job_config.yaml
atlas_het_mixed_metric__node_classification__ambient_vector_gnn__split0__seed0__43ca034e41ca,43ca034e41ca,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,ambient_vector_gnn,0,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\ambient_vector_gnn\split_0\seed_0\cfg_43ca034e41ca,outputs\runs\atlas_het_mixed_metric\node_classification\ambient_vector_gnn\split_0\seed_0\cfg_43ca034e41ca\job_config.yaml
atlas_het_mixed_metric__node_classification__ambient_vector_gnn__split0__seed1__6c7a018864d0,6c7a018864d0,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,ambient_vector_gnn,1,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\ambient_vector_gnn\split_0\seed_1\cfg_6c7a018864d0,outputs\runs\atlas_het_mixed_metric\node_classification\ambient_vector_gnn\split_0\seed_1\cfg_6c7a018864d0\job_config.yaml
atlas_het_mixed_metric__node_classification__ambient_vector_gnn__split0__seed2__a6f93ecd6369,a6f93ecd6369,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,ambient_vector_gnn,2,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\ambient_vector_gnn\split_0\seed_2\cfg_a6f93ecd6369,outputs\runs\atlas_het_mixed_metric\node_classification\ambient_vector_gnn\split_0\seed_2\cfg_a6f93ecd6369\job_config.yaml
atlas_het_mixed_metric__node_classification__signature_gnn__split0__seed0__45de4ed90405,45de4ed90405,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,signature_gnn,0,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\signature_gnn\split_0\seed_0\cfg_45de4ed90405,outputs\runs\atlas_het_mixed_metric\node_classification\signature_gnn\split_0\seed_0\cfg_45de4ed90405\job_config.yaml
atlas_het_mixed_metric__node_classification__signature_gnn__split0__seed1__33af8d805643,33af8d805643,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,signature_gnn,1,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\signature_gnn\split_0\seed_1\cfg_33af8d805643,outputs\runs\atlas_het_mixed_metric\node_classification\signature_gnn\split_0\seed_1\cfg_33af8d805643\job_config.yaml
atlas_het_mixed_metric__node_classification__signature_gnn__split0__seed2__bacf5777efef,bacf5777efef,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,signature_gnn,2,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\signature_gnn\split_0\seed_2\cfg_bacf5777efef,outputs\runs\atlas_het_mixed_metric\node_classification\signature_gnn\split_0\seed_2\cfg_bacf5777efef\job_config.yaml
atlas_het_mixed_metric__node_classification__geometry_moe__split0__seed0__6970dae681e0,6970dae681e0,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,geometry_moe,0,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\geometry_moe\split_0\seed_0\cfg_6970dae681e0,outputs\runs\atlas_het_mixed_metric\node_classification\geometry_moe\split_0\seed_0\cfg_6970dae681e0\job_config.yaml
atlas_het_mixed_metric__node_classification__geometry_moe__split0__seed1__ee93077eb180,ee93077eb180,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,geometry_moe,1,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\geometry_moe\split_0\seed_1\cfg_ee93077eb180,outputs\runs\atlas_het_mixed_metric\node_classification\geometry_moe\split_0\seed_1\cfg_ee93077eb180\job_config.yaml
atlas_het_mixed_metric__node_classification__geometry_moe__split0__seed2__efd0f0165a56,efd0f0165a56,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,geometry_moe,2,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\geometry_moe\split_0\seed_2\cfg_efd0f0165a56,outputs\runs\atlas_het_mixed_metric\node_classification\geometry_moe\split_0\seed_2\cfg_efd0f0165a56\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_transport__split0__seed0__e1da392e8320,e1da392e8320,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_transport,0,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_transport\split_0\seed_0\cfg_e1da392e8320,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_transport\split_0\seed_0\cfg_e1da392e8320\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_transport__split0__seed1__78b935f36f82,78b935f36f82,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_transport,1,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_transport\split_0\seed_1\cfg_78b935f36f82,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_transport\split_0\seed_1\cfg_78b935f36f82\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_transport__split0__seed2__2f83b445f674,2f83b445f674,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_transport,2,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_transport\split_0\seed_2\cfg_2f83b445f674,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_transport\split_0\seed_2\cfg_2f83b445f674\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_free_transition__split0__seed0__d782049a12f1,d782049a12f1,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_free_transition,0,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_free_transition\split_0\seed_0\cfg_d782049a12f1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_free_transition\split_0\seed_0\cfg_d782049a12f1\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_free_transition__split0__seed1__0eda9ba1158d,0eda9ba1158d,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_free_transition,1,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_free_transition\split_0\seed_1\cfg_0eda9ba1158d,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_free_transition\split_0\seed_1\cfg_0eda9ba1158d\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_free_transition__split0__seed2__ebcd6f9e4a8a,ebcd6f9e4a8a,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_free_transition,2,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_free_transition\split_0\seed_2\cfg_ebcd6f9e4a8a,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_free_transition\split_0\seed_2\cfg_ebcd6f9e4a8a\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_metric__split0__seed0__7168f8d33612,7168f8d33612,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_metric,0,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_metric\split_0\seed_0\cfg_7168f8d33612,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_metric\split_0\seed_0\cfg_7168f8d33612\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_metric__split0__seed1__62699b384107,62699b384107,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_metric,1,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_metric\split_0\seed_1\cfg_62699b384107,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_metric\split_0\seed_1\cfg_62699b384107\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_metric__split0__seed2__41f9d81c21a4,41f9d81c21a4,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_metric,2,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_metric\split_0\seed_2\cfg_41f9d81c21a4,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_metric\split_0\seed_2\cfg_41f9d81c21a4\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_cocycle__split0__seed0__63a5139bacf1,63a5139bacf1,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_cocycle,0,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_cocycle\split_0\seed_0\cfg_63a5139bacf1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_cocycle\split_0\seed_0\cfg_63a5139bacf1\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_cocycle__split0__seed1__a3c07087fa7b,a3c07087fa7b,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_cocycle,1,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_cocycle\split_0\seed_1\cfg_a3c07087fa7b,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_cocycle\split_0\seed_1\cfg_a3c07087fa7b\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_cocycle__split0__seed2__6a51214a4653,6a51214a4653,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_cocycle,2,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_cocycle\split_0\seed_2\cfg_6a51214a4653,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_cocycle\split_0\seed_2\cfg_6a51214a4653\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_rank__split0__seed0__5c89ec0a951a,5c89ec0a951a,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_rank,0,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_rank\split_0\seed_0\cfg_5c89ec0a951a,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_rank\split_0\seed_0\cfg_5c89ec0a951a\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_rank__split0__seed1__59c2fd333229,59c2fd333229,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_rank,1,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_rank\split_0\seed_1\cfg_59c2fd333229,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_rank\split_0\seed_1\cfg_59c2fd333229\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_rank__split0__seed2__82bc2d7289fc,82bc2d7289fc,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_rank,2,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_rank\split_0\seed_2\cfg_82bc2d7289fc,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_rank\split_0\seed_2\cfg_82bc2d7289fc\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_overlap__split0__seed0__543b14859844,543b14859844,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_overlap,0,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_overlap\split_0\seed_0\cfg_543b14859844,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_overlap\split_0\seed_0\cfg_543b14859844\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_overlap__split0__seed1__d790504af715,d790504af715,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_overlap,1,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_overlap\split_0\seed_1\cfg_d790504af715,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_overlap\split_0\seed_1\cfg_d790504af715\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas_no_overlap__split0__seed2__781659d62194,781659d62194,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas_no_overlap,2,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_overlap\split_0\seed_2\cfg_781659d62194,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas_no_overlap\split_0\seed_2\cfg_781659d62194\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas__split0__seed0__280aaab94f03,280aaab94f03,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas,0,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas\split_0\seed_0\cfg_280aaab94f03,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas\split_0\seed_0\cfg_280aaab94f03\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas__split0__seed1__fb8c50a4b95d,fb8c50a4b95d,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas,1,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas\split_0\seed_1\cfg_fb8c50a4b95d,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas\split_0\seed_1\cfg_fb8c50a4b95d\job_config.yaml
atlas_het_mixed_metric__node_classification__graphatlas__split0__seed2__c629b90aed98,c629b90aed98,2f51d3fdcdc3ef3a,atlas_het_mixed_metric,node_classification,graphatlas,2,0,1,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas\split_0\seed_2\cfg_c629b90aed98,outputs\runs\atlas_het_mixed_metric\node_classification\graphatlas\split_0\seed_2\cfg_c629b90aed98\job_config.yaml
atlas_het_boundary_stress__node_classification__ambient_vector_gnn__split0__seed0__ec748457cc15,ec748457cc15,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,ambient_vector_gnn,0,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\ambient_vector_gnn\split_0\seed_0\cfg_ec748457cc15,outputs\runs\atlas_het_boundary_stress\node_classification\ambient_vector_gnn\split_0\seed_0\cfg_ec748457cc15\job_config.yaml
atlas_het_boundary_stress__node_classification__ambient_vector_gnn__split0__seed1__780919fa9da7,780919fa9da7,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,ambient_vector_gnn,1,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\ambient_vector_gnn\split_0\seed_1\cfg_780919fa9da7,outputs\runs\atlas_het_boundary_stress\node_classification\ambient_vector_gnn\split_0\seed_1\cfg_780919fa9da7\job_config.yaml
atlas_het_boundary_stress__node_classification__ambient_vector_gnn__split0__seed2__025427d4a49c,025427d4a49c,2f51d3fdcdc3ef3a,atlas_het_boundary_stress,node_classification,ambient_vector_gnn,2,0,1,outputs\runs\atlas_het_boundary_stress\node_classification\ambient_vector_gnn\split_0\seed_2\cfg_025427d4a49c,outputs\runs\atlas_het_boundary_stress\node_classification\ambient_vector_gnn\split_0\seed_2\cfg_025427d4a49c\job_config.yaml
