run_id,config_hash,source_hash,dataset,task,model,model_family,seed,split,run_dir
roman_empire__node_classification__signature_gnn__split5__seed5__aea91c6df3a0,aea91c6df3a0,13cd544cee4412a5,roman_empire,node_classification,signature_gnn,signature_gnn,5,5,outputs\runs\roman_empire\node_classification\signature_gnn\split_5\seed_5\cfg_aea91c6df3a0
roman_empire__node_classification__signature_gnn__split6__seed6__b68cdbef3482,b68cdbef3482,13cd544cee4412a5,roman_empire,node_classification,signature_gnn,signature_gnn,6,6,outputs\runs\roman_empire\node_classification\signature_gnn\split_6\seed_6\cfg_b68cdbef3482
roman_empire__node_classification__signature_gnn__split7__seed7__257e91880dec,257e91880dec,13cd544cee4412a5,roman_empire,node_classification,signature_gnn,signature_gnn,7,7,outputs\runs\roman_empire\node_classification\signature_gnn\split_7\seed_7\cfg_257e91880dec
roman_empire__node_classification__signature_gnn__split8__seed8__c8e954bc4496,c8e954bc4496,13cd544cee4412a5,roman_empire,node_classification,signature_gnn,signature_gnn,8,8,outputs\runs\roman_empire\node_classification\signature_gnn\split_8\seed_8\cfg_c8e954bc4496
roman_empire__node_classification__signature_gnn__split9__seed9__01c0a5091094,01c0a5091094,13cd544cee4412a5,roman_empire,node_classification,signature_gnn,signature_gnn,9,9,outputs\runs\roman_empire\node_classification\signature_gnn\split_9\seed_9\cfg_01c0a5091094
roman_empire__node_classification__geometry_moe__split0__seed0__ef7a2d912e28,ef7a2d912e28,13cd544cee4412a5,roman_empire,node_classification,geometry_moe,geometry_moe,0,0,outputs\runs\roman_empire\node_classification\geometry_moe\split_0\seed_0\cfg_ef7a2d912e28
roman_empire__node_classification__geometry_moe__split1__seed1__9f961e622507,9f961e622507,13cd544cee4412a5,roman_empire,node_classification,geometry_moe,geometry_moe,1,1,outputs\runs\roman_empire\node_classification\geometry_moe\split_1\seed_1\cfg_9f961e622507
roman_empire__node_classification__geometry_moe__split2__seed2__4e8bd82d4b47,4e8bd82d4b47,13cd544cee4412a5,roman_empire,node_classification,geometry_moe,geometry_moe,2,2,outputs\runs\roman_empire\node_classification\geometry_moe\split_2\seed_2\cfg_4e8bd82d4b47
roman_empire__node_classification__geometry_moe__split3__seed3__e92d261f74cc,e92d261f74cc,13cd544cee4412a5,roman_empire,node_classification,geometry_moe,geometry_moe,3,3,outputs\runs\roman_empire\node_classification\geometry_moe\split_3\seed_3\cfg_e92d261f74cc
roman_empire__node_classification__geometry_moe__split4__seed4__8c33b14b8bba,8c33b14b8bba,13cd544cee4412a5,roman_empire,node_classification,geometry_moe,geometry_moe,4,4,outputs\runs\roman_empire\node_classification\geometry_moe\split_4\seed_4\cfg_8c33b14b8bba
roman_empire__node_classification__geometry_moe__split5__seed5__f2000add4757,f2000add4757,13cd544cee4412a5,roman_empire,node_classification,geometry_moe,geometry_moe,5,5,outputs\runs\roman_empire\node_classification\geometry_moe\split_5\seed_5\cfg_f2000add4757
roman_empire__node_classification__geometry_moe__split6__seed6__404193c4b35a,404193c4b35a,13cd544cee4412a5,roman_empire,node_classification,geometry_moe,geometry_moe,6,6,outputs\runs\roman_empire\node_classification\geometry_moe\split_6\seed_6\cfg_404193c4b35a
roman_empire__node_classification__geometry_moe__split7__seed7__25d8f38e2045,25d8f38e2045,13cd544cee4412a5,roman_empire,node_classification,geometry_moe,geometry_moe,7,7,outputs\runs\roman_empire\node_classification\geometry_moe\split_7\seed_7\cfg_25d8f38e2045
roman_empire__node_classification__geometry_moe__split8__seed8__b0bbca628e02,b0bbca628e02,13cd544cee4412a5,roman_empire,node_classification,geometry_moe,geometry_moe,8,8,outputs\runs\roman_empire\node_classification\geometry_moe\split_8\seed_8\cfg_b0bbca628e02
roman_empire__node_classification__geometry_moe__split9__seed9__7c408e06c2c1,7c408e06c2c1,13cd544cee4412a5,roman_empire,node_classification,geometry_moe,geometry_moe,9,9,outputs\runs\roman_empire\node_classification\geometry_moe\split_9\seed_9\cfg_7c408e06c2c1
roman_empire__node_classification__graphatlas_no_transport__split0__seed0__6b992eb8c37d,6b992eb8c37d,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_transport,graphatlas_no_transport,0,0,outputs\runs\roman_empire\node_classification\graphatlas_no_transport\split_0\seed_0\cfg_6b992eb8c37d
roman_empire__node_classification__graphatlas_no_transport__split1__seed1__c6e1bd0e8f0b,c6e1bd0e8f0b,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_transport,graphatlas_no_transport,1,1,outputs\runs\roman_empire\node_classification\graphatlas_no_transport\split_1\seed_1\cfg_c6e1bd0e8f0b
roman_empire__node_classification__graphatlas_no_transport__split2__seed2__5f3f007dc556,5f3f007dc556,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_transport,graphatlas_no_transport,2,2,outputs\runs\roman_empire\node_classification\graphatlas_no_transport\split_2\seed_2\cfg_5f3f007dc556
roman_empire__node_classification__graphatlas_no_transport__split3__seed3__e852752e6f36,e852752e6f36,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_transport,graphatlas_no_transport,3,3,outputs\runs\roman_empire\node_classification\graphatlas_no_transport\split_3\seed_3\cfg_e852752e6f36
roman_empire__node_classification__graphatlas_no_transport__split4__seed4__29400d901e24,29400d901e24,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_transport,graphatlas_no_transport,4,4,outputs\runs\roman_empire\node_classification\graphatlas_no_transport\split_4\seed_4\cfg_29400d901e24
roman_empire__node_classification__graphatlas_no_transport__split5__seed5__2fd4238d24d8,2fd4238d24d8,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_transport,graphatlas_no_transport,5,5,outputs\runs\roman_empire\node_classification\graphatlas_no_transport\split_5\seed_5\cfg_2fd4238d24d8
roman_empire__node_classification__graphatlas_no_transport__split6__seed6__ca6e2a411e79,ca6e2a411e79,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_transport,graphatlas_no_transport,6,6,outputs\runs\roman_empire\node_classification\graphatlas_no_transport\split_6\seed_6\cfg_ca6e2a411e79
roman_empire__node_classification__graphatlas_no_transport__split7__seed7__3e36bfdb83af,3e36bfdb83af,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_transport,graphatlas_no_transport,7,7,outputs\runs\roman_empire\node_classification\graphatlas_no_transport\split_7\seed_7\cfg_3e36bfdb83af
roman_empire__node_classification__graphatlas_no_transport__split8__seed8__1eae9d630479,1eae9d630479,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_transport,graphatlas_no_transport,8,8,outputs\runs\roman_empire\node_classification\graphatlas_no_transport\split_8\seed_8\cfg_1eae9d630479
roman_empire__node_classification__graphatlas_no_transport__split9__seed9__c1c5929f2ce4,c1c5929f2ce4,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_transport,graphatlas_no_transport,9,9,outputs\runs\roman_empire\node_classification\graphatlas_no_transport\split_9\seed_9\cfg_c1c5929f2ce4
roman_empire__node_classification__graphatlas_free_transition__split0__seed0__b551101194d3,b551101194d3,13cd544cee4412a5,roman_empire,node_classification,graphatlas_free_transition,graphatlas_free_transition,0,0,outputs\runs\roman_empire\node_classification\graphatlas_free_transition\split_0\seed_0\cfg_b551101194d3
roman_empire__node_classification__graphatlas_free_transition__split1__seed1__b4b44fba53d5,b4b44fba53d5,13cd544cee4412a5,roman_empire,node_classification,graphatlas_free_transition,graphatlas_free_transition,1,1,outputs\runs\roman_empire\node_classification\graphatlas_free_transition\split_1\seed_1\cfg_b4b44fba53d5
roman_empire__node_classification__graphatlas_free_transition__split2__seed2__fe1f5f7e63b5,fe1f5f7e63b5,13cd544cee4412a5,roman_empire,node_classification,graphatlas_free_transition,graphatlas_free_transition,2,2,outputs\runs\roman_empire\node_classification\graphatlas_free_transition\split_2\seed_2\cfg_fe1f5f7e63b5
roman_empire__node_classification__graphatlas_free_transition__split3__seed3__fc9287a8850e,fc9287a8850e,13cd544cee4412a5,roman_empire,node_classification,graphatlas_free_transition,graphatlas_free_transition,3,3,outputs\runs\roman_empire\node_classification\graphatlas_free_transition\split_3\seed_3\cfg_fc9287a8850e
roman_empire__node_classification__graphatlas_free_transition__split4__seed4__166a0c57202f,166a0c57202f,13cd544cee4412a5,roman_empire,node_classification,graphatlas_free_transition,graphatlas_free_transition,4,4,outputs\runs\roman_empire\node_classification\graphatlas_free_transition\split_4\seed_4\cfg_166a0c57202f
roman_empire__node_classification__graphatlas_free_transition__split5__seed5__e0f2bb349ab2,e0f2bb349ab2,13cd544cee4412a5,roman_empire,node_classification,graphatlas_free_transition,graphatlas_free_transition,5,5,outputs\runs\roman_empire\node_classification\graphatlas_free_transition\split_5\seed_5\cfg_e0f2bb349ab2
roman_empire__node_classification__graphatlas_free_transition__split6__seed6__3804e6e6c656,3804e6e6c656,13cd544cee4412a5,roman_empire,node_classification,graphatlas_free_transition,graphatlas_free_transition,6,6,outputs\runs\roman_empire\node_classification\graphatlas_free_transition\split_6\seed_6\cfg_3804e6e6c656
roman_empire__node_classification__graphatlas_free_transition__split7__seed7__58da6d4a3c78,58da6d4a3c78,13cd544cee4412a5,roman_empire,node_classification,graphatlas_free_transition,graphatlas_free_transition,7,7,outputs\runs\roman_empire\node_classification\graphatlas_free_transition\split_7\seed_7\cfg_58da6d4a3c78
roman_empire__node_classification__graphatlas_free_transition__split8__seed8__a393c4666e2d,a393c4666e2d,13cd544cee4412a5,roman_empire,node_classification,graphatlas_free_transition,graphatlas_free_transition,8,8,outputs\runs\roman_empire\node_classification\graphatlas_free_transition\split_8\seed_8\cfg_a393c4666e2d
roman_empire__node_classification__graphatlas_free_transition__split9__seed9__4f37c7c52369,4f37c7c52369,13cd544cee4412a5,roman_empire,node_classification,graphatlas_free_transition,graphatlas_free_transition,9,9,outputs\runs\roman_empire\node_classification\graphatlas_free_transition\split_9\seed_9\cfg_4f37c7c52369
roman_empire__node_classification__graphatlas_no_metric__split0__seed0__1f55e5fab19b,1f55e5fab19b,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_metric,graphatlas_no_metric,0,0,outputs\runs\roman_empire\node_classification\graphatlas_no_metric\split_0\seed_0\cfg_1f55e5fab19b
roman_empire__node_classification__graphatlas_no_metric__split1__seed1__cb796e56ab9d,cb796e56ab9d,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_metric,graphatlas_no_metric,1,1,outputs\runs\roman_empire\node_classification\graphatlas_no_metric\split_1\seed_1\cfg_cb796e56ab9d
roman_empire__node_classification__graphatlas_no_metric__split2__seed2__37a34e9fa5b7,37a34e9fa5b7,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_metric,graphatlas_no_metric,2,2,outputs\runs\roman_empire\node_classification\graphatlas_no_metric\split_2\seed_2\cfg_37a34e9fa5b7
roman_empire__node_classification__graphatlas_no_metric__split3__seed3__ecb0490f172d,ecb0490f172d,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_metric,graphatlas_no_metric,3,3,outputs\runs\roman_empire\node_classification\graphatlas_no_metric\split_3\seed_3\cfg_ecb0490f172d
roman_empire__node_classification__graphatlas_no_metric__split4__seed4__f23124d1952a,f23124d1952a,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_metric,graphatlas_no_metric,4,4,outputs\runs\roman_empire\node_classification\graphatlas_no_metric\split_4\seed_4\cfg_f23124d1952a
roman_empire__node_classification__graphatlas_no_metric__split5__seed5__9059061bde2c,9059061bde2c,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_metric,graphatlas_no_metric,5,5,outputs\runs\roman_empire\node_classification\graphatlas_no_metric\split_5\seed_5\cfg_9059061bde2c
roman_empire__node_classification__graphatlas_no_metric__split6__seed6__7d90181e68a4,7d90181e68a4,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_metric,graphatlas_no_metric,6,6,outputs\runs\roman_empire\node_classification\graphatlas_no_metric\split_6\seed_6\cfg_7d90181e68a4
roman_empire__node_classification__graphatlas_no_metric__split7__seed7__9560077f3332,9560077f3332,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_metric,graphatlas_no_metric,7,7,outputs\runs\roman_empire\node_classification\graphatlas_no_metric\split_7\seed_7\cfg_9560077f3332
roman_empire__node_classification__graphatlas_no_metric__split8__seed8__d6cdfd522eaa,d6cdfd522eaa,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_metric,graphatlas_no_metric,8,8,outputs\runs\roman_empire\node_classification\graphatlas_no_metric\split_8\seed_8\cfg_d6cdfd522eaa
roman_empire__node_classification__graphatlas_no_metric__split9__seed9__2f435509e87a,2f435509e87a,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_metric,graphatlas_no_metric,9,9,outputs\runs\roman_empire\node_classification\graphatlas_no_metric\split_9\seed_9\cfg_2f435509e87a
roman_empire__node_classification__graphatlas_no_cocycle__split0__seed0__36f1ff4cb547,36f1ff4cb547,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_cocycle,graphatlas_no_cocycle,0,0,outputs\runs\roman_empire\node_classification\graphatlas_no_cocycle\split_0\seed_0\cfg_36f1ff4cb547
roman_empire__node_classification__graphatlas_no_cocycle__split1__seed1__44284c49040c,44284c49040c,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_cocycle,graphatlas_no_cocycle,1,1,outputs\runs\roman_empire\node_classification\graphatlas_no_cocycle\split_1\seed_1\cfg_44284c49040c
roman_empire__node_classification__graphatlas_no_cocycle__split2__seed2__141bcc6d8883,141bcc6d8883,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_cocycle,graphatlas_no_cocycle,2,2,outputs\runs\roman_empire\node_classification\graphatlas_no_cocycle\split_2\seed_2\cfg_141bcc6d8883
roman_empire__node_classification__graphatlas_no_cocycle__split3__seed3__e4ee90c28965,e4ee90c28965,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_cocycle,graphatlas_no_cocycle,3,3,outputs\runs\roman_empire\node_classification\graphatlas_no_cocycle\split_3\seed_3\cfg_e4ee90c28965
roman_empire__node_classification__graphatlas_no_cocycle__split4__seed4__346330ec87fb,346330ec87fb,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_cocycle,graphatlas_no_cocycle,4,4,outputs\runs\roman_empire\node_classification\graphatlas_no_cocycle\split_4\seed_4\cfg_346330ec87fb
roman_empire__node_classification__graphatlas_no_cocycle__split5__seed5__53ce95c24174,53ce95c24174,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_cocycle,graphatlas_no_cocycle,5,5,outputs\runs\roman_empire\node_classification\graphatlas_no_cocycle\split_5\seed_5\cfg_53ce95c24174
roman_empire__node_classification__graphatlas_no_cocycle__split6__seed6__4a7150f7d5ec,4a7150f7d5ec,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_cocycle,graphatlas_no_cocycle,6,6,outputs\runs\roman_empire\node_classification\graphatlas_no_cocycle\split_6\seed_6\cfg_4a7150f7d5ec
roman_empire__node_classification__graphatlas_no_cocycle__split7__seed7__6cd69f354f3f,6cd69f354f3f,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_cocycle,graphatlas_no_cocycle,7,7,outputs\runs\roman_empire\node_classification\graphatlas_no_cocycle\split_7\seed_7\cfg_6cd69f354f3f
roman_empire__node_classification__graphatlas_no_cocycle__split8__seed8__f89fe3ae671b,f89fe3ae671b,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_cocycle,graphatlas_no_cocycle,8,8,outputs\runs\roman_empire\node_classification\graphatlas_no_cocycle\split_8\seed_8\cfg_f89fe3ae671b
roman_empire__node_classification__graphatlas_no_cocycle__split9__seed9__0ecfd8829692,0ecfd8829692,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_cocycle,graphatlas_no_cocycle,9,9,outputs\runs\roman_empire\node_classification\graphatlas_no_cocycle\split_9\seed_9\cfg_0ecfd8829692
roman_empire__node_classification__graphatlas_no_overlap__split0__seed0__2f616b0f8992,2f616b0f8992,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_overlap,graphatlas_no_overlap,0,0,outputs\runs\roman_empire\node_classification\graphatlas_no_overlap\split_0\seed_0\cfg_2f616b0f8992
roman_empire__node_classification__graphatlas_no_overlap__split1__seed1__a2d4175155e7,a2d4175155e7,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_overlap,graphatlas_no_overlap,1,1,outputs\runs\roman_empire\node_classification\graphatlas_no_overlap\split_1\seed_1\cfg_a2d4175155e7
roman_empire__node_classification__graphatlas_no_overlap__split2__seed2__5e7091e51949,5e7091e51949,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_overlap,graphatlas_no_overlap,2,2,outputs\runs\roman_empire\node_classification\graphatlas_no_overlap\split_2\seed_2\cfg_5e7091e51949
roman_empire__node_classification__graphatlas_no_overlap__split3__seed3__4912c93f810a,4912c93f810a,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_overlap,graphatlas_no_overlap,3,3,outputs\runs\roman_empire\node_classification\graphatlas_no_overlap\split_3\seed_3\cfg_4912c93f810a
roman_empire__node_classification__graphatlas_no_overlap__split4__seed4__d04503c7cbca,d04503c7cbca,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_overlap,graphatlas_no_overlap,4,4,outputs\runs\roman_empire\node_classification\graphatlas_no_overlap\split_4\seed_4\cfg_d04503c7cbca
roman_empire__node_classification__graphatlas_no_overlap__split5__seed5__d478e5a96029,d478e5a96029,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_overlap,graphatlas_no_overlap,5,5,outputs\runs\roman_empire\node_classification\graphatlas_no_overlap\split_5\seed_5\cfg_d478e5a96029
roman_empire__node_classification__graphatlas_no_overlap__split6__seed6__4baf8c0ec94a,4baf8c0ec94a,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_overlap,graphatlas_no_overlap,6,6,outputs\runs\roman_empire\node_classification\graphatlas_no_overlap\split_6\seed_6\cfg_4baf8c0ec94a
roman_empire__node_classification__graphatlas_no_overlap__split7__seed7__30ca0bc12d5d,30ca0bc12d5d,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_overlap,graphatlas_no_overlap,7,7,outputs\runs\roman_empire\node_classification\graphatlas_no_overlap\split_7\seed_7\cfg_30ca0bc12d5d
roman_empire__node_classification__graphatlas_no_overlap__split8__seed8__67cb2471ef24,67cb2471ef24,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_overlap,graphatlas_no_overlap,8,8,outputs\runs\roman_empire\node_classification\graphatlas_no_overlap\split_8\seed_8\cfg_67cb2471ef24
roman_empire__node_classification__graphatlas_no_overlap__split9__seed9__13aeb9f789b3,13aeb9f789b3,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_overlap,graphatlas_no_overlap,9,9,outputs\runs\roman_empire\node_classification\graphatlas_no_overlap\split_9\seed_9\cfg_13aeb9f789b3
roman_empire__node_classification__graphatlas_no_rank__split0__seed0__f419b2411c76,f419b2411c76,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_rank,graphatlas_no_rank,0,0,outputs\runs\roman_empire\node_classification\graphatlas_no_rank\split_0\seed_0\cfg_f419b2411c76
roman_empire__node_classification__graphatlas_no_rank__split1__seed1__0e91cb5b08cb,0e91cb5b08cb,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_rank,graphatlas_no_rank,1,1,outputs\runs\roman_empire\node_classification\graphatlas_no_rank\split_1\seed_1\cfg_0e91cb5b08cb
roman_empire__node_classification__graphatlas_no_rank__split2__seed2__10f10f81c653,10f10f81c653,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_rank,graphatlas_no_rank,2,2,outputs\runs\roman_empire\node_classification\graphatlas_no_rank\split_2\seed_2\cfg_10f10f81c653
roman_empire__node_classification__graphatlas_no_rank__split3__seed3__72b29e5ff8ba,72b29e5ff8ba,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_rank,graphatlas_no_rank,3,3,outputs\runs\roman_empire\node_classification\graphatlas_no_rank\split_3\seed_3\cfg_72b29e5ff8ba
roman_empire__node_classification__graphatlas_no_rank__split4__seed4__4731a8770c0b,4731a8770c0b,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_rank,graphatlas_no_rank,4,4,outputs\runs\roman_empire\node_classification\graphatlas_no_rank\split_4\seed_4\cfg_4731a8770c0b
roman_empire__node_classification__graphatlas_no_rank__split5__seed5__a48aa1d8048a,a48aa1d8048a,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_rank,graphatlas_no_rank,5,5,outputs\runs\roman_empire\node_classification\graphatlas_no_rank\split_5\seed_5\cfg_a48aa1d8048a
roman_empire__node_classification__graphatlas_no_rank__split6__seed6__c62486c3b3c6,c62486c3b3c6,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_rank,graphatlas_no_rank,6,6,outputs\runs\roman_empire\node_classification\graphatlas_no_rank\split_6\seed_6\cfg_c62486c3b3c6
roman_empire__node_classification__graphatlas_no_rank__split7__seed7__7d62c6f93bea,7d62c6f93bea,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_rank,graphatlas_no_rank,7,7,outputs\runs\roman_empire\node_classification\graphatlas_no_rank\split_7\seed_7\cfg_7d62c6f93bea
roman_empire__node_classification__graphatlas_no_rank__split8__seed8__427d5588b69d,427d5588b69d,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_rank,graphatlas_no_rank,8,8,outputs\runs\roman_empire\node_classification\graphatlas_no_rank\split_8\seed_8\cfg_427d5588b69d
roman_empire__node_classification__graphatlas_no_rank__split9__seed9__41fedfb6bc2b,41fedfb6bc2b,13cd544cee4412a5,roman_empire,node_classification,graphatlas_no_rank,graphatlas_no_rank,9,9,outputs\runs\roman_empire\node_classification\graphatlas_no_rank\split_9\seed_9\cfg_41fedfb6bc2b
roman_empire__node_classification__graphatlas__split0__seed0__83fbe3266a25,83fbe3266a25,13cd544cee4412a5,roman_empire,node_classification,graphatlas,graphatlas,0,0,outputs\runs\roman_empire\node_classification\graphatlas\split_0\seed_0\cfg_83fbe3266a25
roman_empire__node_classification__graphatlas__split1__seed1__4ee0343405b5,4ee0343405b5,13cd544cee4412a5,roman_empire,node_classification,graphatlas,graphatlas,1,1,outputs\runs\roman_empire\node_classification\graphatlas\split_1\seed_1\cfg_4ee0343405b5
roman_empire__node_classification__graphatlas__split2__seed2__b5ef67350fe1,b5ef67350fe1,13cd544cee4412a5,roman_empire,node_classification,graphatlas,graphatlas,2,2,outputs\runs\roman_empire\node_classification\graphatlas\split_2\seed_2\cfg_b5ef67350fe1
roman_empire__node_classification__graphatlas__split3__seed3__9c7cbc962b21,9c7cbc962b21,13cd544cee4412a5,roman_empire,node_classification,graphatlas,graphatlas,3,3,outputs\runs\roman_empire\node_classification\graphatlas\split_3\seed_3\cfg_9c7cbc962b21
roman_empire__node_classification__graphatlas__split4__seed4__35e01bab1cad,35e01bab1cad,13cd544cee4412a5,roman_empire,node_classification,graphatlas,graphatlas,4,4,outputs\runs\roman_empire\node_classification\graphatlas\split_4\seed_4\cfg_35e01bab1cad
roman_empire__node_classification__graphatlas__split5__seed5__b11329ffebf1,b11329ffebf1,13cd544cee4412a5,roman_empire,node_classification,graphatlas,graphatlas,5,5,outputs\runs\roman_empire\node_classification\graphatlas\split_5\seed_5\cfg_b11329ffebf1
roman_empire__node_classification__graphatlas__split6__seed6__e24453116ecd,e24453116ecd,13cd544cee4412a5,roman_empire,node_classification,graphatlas,graphatlas,6,6,outputs\runs\roman_empire\node_classification\graphatlas\split_6\seed_6\cfg_e24453116ecd
