run_id,config_hash,source_hash,dataset,task,model,model_family,seed,split,run_dir
squirrel_filtered__node_classification__graphatlas__split2__seed2__f8aaccfaff19,f8aaccfaff19,2f51d3fdcdc3ef3a,squirrel_filtered,node_classification,graphatlas,graphatlas,2,2,outputs\runs\squirrel_filtered\node_classification\graphatlas\split_2\seed_2\cfg_f8aaccfaff19
cora__node_classification__graphatlas__split0__seed0__8c398ac3c057,8c398ac3c057,2f51d3fdcdc3ef3a,cora,node_classification,graphatlas,graphatlas,0,0,outputs\runs\cora\node_classification\graphatlas\split_0\seed_0\cfg_8c398ac3c057
cora__node_classification__graphatlas__split1__seed1__05d6e6476b89,05d6e6476b89,2f51d3fdcdc3ef3a,cora,node_classification,graphatlas,graphatlas,1,1,outputs\runs\cora\node_classification\graphatlas\split_1\seed_1\cfg_05d6e6476b89
cora__node_classification__graphatlas__split2__seed2__5b2c4d4cb4d2,5b2c4d4cb4d2,2f51d3fdcdc3ef3a,cora,node_classification,graphatlas,graphatlas,2,2,outputs\runs\cora\node_classification\graphatlas\split_2\seed_2\cfg_5b2c4d4cb4d2
citeseer__node_classification__graphatlas__split0__seed0__9fa2ead7f767,9fa2ead7f767,2f51d3fdcdc3ef3a,citeseer,node_classification,graphatlas,graphatlas,0,0,outputs\runs\citeseer\node_classification\graphatlas\split_0\seed_0\cfg_9fa2ead7f767
citeseer__node_classification__graphatlas__split1__seed1__cdd21e8274bd,cdd21e8274bd,2f51d3fdcdc3ef3a,citeseer,node_classification,graphatlas,graphatlas,1,1,outputs\runs\citeseer\node_classification\graphatlas\split_1\seed_1\cfg_cdd21e8274bd
citeseer__node_classification__graphatlas__split2__seed2__902ffa5c1fd5,902ffa5c1fd5,2f51d3fdcdc3ef3a,citeseer,node_classification,graphatlas,graphatlas,2,2,outputs\runs\citeseer\node_classification\graphatlas\split_2\seed_2\cfg_902ffa5c1fd5
pubmed__node_classification__graphatlas__split0__seed0__a7101af4f2bb,a7101af4f2bb,2f51d3fdcdc3ef3a,pubmed,node_classification,graphatlas,graphatlas,0,0,outputs\runs\pubmed\node_classification\graphatlas\split_0\seed_0\cfg_a7101af4f2bb
pubmed__node_classification__graphatlas__split1__seed1__48be010e5abc,48be010e5abc,2f51d3fdcdc3ef3a,pubmed,node_classification,graphatlas,graphatlas,1,1,outputs\runs\pubmed\node_classification\graphatlas\split_1\seed_1\cfg_48be010e5abc
pubmed__node_classification__graphatlas__split2__seed2__0ac2834a0ab0,0ac2834a0ab0,2f51d3fdcdc3ef3a,pubmed,node_classification,graphatlas,graphatlas,2,2,outputs\runs\pubmed\node_classification\graphatlas\split_2\seed_2\cfg_0ac2834a0ab0
wikics__node_classification__graphatlas__split0__seed0__3760cac9d032,3760cac9d032,2f51d3fdcdc3ef3a,wikics,node_classification,graphatlas,graphatlas,0,0,outputs\runs\wikics\node_classification\graphatlas\split_0\seed_0\cfg_3760cac9d032
wikics__node_classification__graphatlas__split1__seed1__26ec69f2c09e,26ec69f2c09e,2f51d3fdcdc3ef3a,wikics,node_classification,graphatlas,graphatlas,1,1,outputs\runs\wikics\node_classification\graphatlas\split_1\seed_1\cfg_26ec69f2c09e
wikics__node_classification__graphatlas__split2__seed2__21d117efa86e,21d117efa86e,2f51d3fdcdc3ef3a,wikics,node_classification,graphatlas,graphatlas,2,2,outputs\runs\wikics\node_classification\graphatlas\split_2\seed_2\cfg_21d117efa86e
cornell__node_classification__graphatlas__split0__seed0__372b599983c8,372b599983c8,2f51d3fdcdc3ef3a,cornell,node_classification,graphatlas,graphatlas,0,0,outputs\runs\cornell\node_classification\graphatlas\split_0\seed_0\cfg_372b599983c8
cornell__node_classification__graphatlas__split1__seed1__c79c95d9561d,c79c95d9561d,2f51d3fdcdc3ef3a,cornell,node_classification,graphatlas,graphatlas,1,1,outputs\runs\cornell\node_classification\graphatlas\split_1\seed_1\cfg_c79c95d9561d
cornell__node_classification__graphatlas__split2__seed2__d74a023c7285,d74a023c7285,2f51d3fdcdc3ef3a,cornell,node_classification,graphatlas,graphatlas,2,2,outputs\runs\cornell\node_classification\graphatlas\split_2\seed_2\cfg_d74a023c7285
texas__node_classification__graphatlas__split0__seed0__fe5fde5bdb6c,fe5fde5bdb6c,2f51d3fdcdc3ef3a,texas,node_classification,graphatlas,graphatlas,0,0,outputs\runs\texas\node_classification\graphatlas\split_0\seed_0\cfg_fe5fde5bdb6c
texas__node_classification__graphatlas__split1__seed1__36d77031e380,36d77031e380,2f51d3fdcdc3ef3a,texas,node_classification,graphatlas,graphatlas,1,1,outputs\runs\texas\node_classification\graphatlas\split_1\seed_1\cfg_36d77031e380
texas__node_classification__graphatlas__split2__seed2__2ef447326c37,2ef447326c37,2f51d3fdcdc3ef3a,texas,node_classification,graphatlas,graphatlas,2,2,outputs\runs\texas\node_classification\graphatlas\split_2\seed_2\cfg_2ef447326c37
wisconsin__node_classification__graphatlas__split0__seed0__629af1b3349f,629af1b3349f,2f51d3fdcdc3ef3a,wisconsin,node_classification,graphatlas,graphatlas,0,0,outputs\runs\wisconsin\node_classification\graphatlas\split_0\seed_0\cfg_629af1b3349f
wisconsin__node_classification__graphatlas__split1__seed1__4e1a1efd1a23,4e1a1efd1a23,2f51d3fdcdc3ef3a,wisconsin,node_classification,graphatlas,graphatlas,1,1,outputs\runs\wisconsin\node_classification\graphatlas\split_1\seed_1\cfg_4e1a1efd1a23
wisconsin__node_classification__graphatlas__split2__seed2__c5a75e5a5482,c5a75e5a5482,2f51d3fdcdc3ef3a,wisconsin,node_classification,graphatlas,graphatlas,2,2,outputs\runs\wisconsin\node_classification\graphatlas\split_2\seed_2\cfg_c5a75e5a5482
